timestamp,raw_vx,raw_vy,raw_wz
1.75649e+09,0.0151062,0.00462719,-0.0127832
1.75649e+09,0.0071851,-0.00632568,-0.015979
1.75649e+09,0.0149438,0.00716045,-0.036219
1.75649e+09,0.00563307,-0.00298051,-0.0298274
1.75649e+09,-6.89432e-05,-0.00408013,-0.0340885
1.75649e+09,0.0039684,-0.0084523,-0.00958738
1.75649e+09,-0.0111428,-0.00492836,-0.02024
1.75649e+09,-0.00439806,-0.00297987,-0.0106526
1.75649e+09,0.00679597,-0.000601801,0.00106526
1.75649e+09,0.00868091,-0.00383361,-0.00426106
1.75649e+09,-0.000369553,0.00268597,-0.00745685
1.75649e+09,-0.00628137,0.00782979,0.015979
1.75649e+09,0.00320623,-0.0104273,0.00319579
1.75649e+09,0.00339212,-0.00764905,0.00426106
1.75649e+09,0.00752161,0.00499893,0.0191748
1.75649e+09,0.00704152,0.00605865,0.0138484
1.75649e+09,0.00253742,-0.00215366,0.0127832
1.75649e+09,0.000885455,-0.0126031,0.00745685
1.75649e+09,0.00936521,-0.00336057,0.00532632
1.75649e+09,0.00845458,-0.00485703,0.0213053
1.75649e+09,-0.00347257,0.00264515,0.0117179
1.75649e+09,-0.000149769,-0.00241234,-0.00319579
1.75649e+09,0.00466157,-0.00869662,-0.00532632
1.75649e+09,0.0125893,-0.00750955,-0.00213053
1.75649e+09,0.00419728,-0.00100753,-0.0127832
1.75649e+09,0.00353871,-0.00466121,-0.0106526
1.75649e+09,-0.00493666,-0.00120754,-0.015979
1.75649e+09,0.00186796,0.00535763,-0.02024
1.75649e+09,0.00189426,0.0008852,-0.0213053
1.75649e+09,-0.00128332,0.000318773,-0.0213053
1.75649e+09,0.00700707,-0.0107455,-0.0234358
1.75649e+09,0.0100705,0.00211277,-0.02024
1.75649e+09,-0.0148238,0.0124823,-0.0149137
1.75649e+09,-0.00718488,-0.000628178,-0.02024
1.75649e+09,-0.0116773,-0.00507432,-0.00958738
1.75649e+09,-0.00835369,-0.00673677,-0.00745685
1.75649e+09,0.00827436,0.00850431,0.00319579
1.75649e+09,0.00544602,0.0120115,-0.00639159
1.75649e+09,0.00722039,-0.00450872,0.00426106
1.75649e+09,-0.00155222,-0.00665635,0.00106526
1.75649e+09,-0.00131017,0.00309965,0.0181095
1.75649e+09,0.00809357,-0.00674018,0.0213053
1.75649e+09,-0.00422948,-0.00222748,0.0106526
1.75649e+09,-0.00273675,-0.0001076,0.02024
1.75649e+09,0.0106627,0.00228281,0.015979
1.75649e+09,0.00552519,-0.00429519,0.00852211
1.75649e+09,0.00449098,0.00165531,0.0149137
1.75649e+09,-0.0068824,0.00315814,0.00745685
1.75649e+09,0.0103438,0.00275564,0.00319579
1.75649e+09,0.00411579,0.00175954,0.00106526
1.75649e+09,-0.00275591,-0.0144619,-0.00958738
1.75649e+09,0.0120926,0.00114384,-0.0106526
1.75649e+09,0.00422151,0.00156899,-0.02024
1.75649e+09,-0.00144083,0.00332882,-0.0149137
1.75649e+09,-0.00837728,-0.00223717,-0.0191748
1.75649e+09,-0.00895471,0.00484089,-0.0266316
1.75649e+09,0.000657676,0.00373539,-0.0308927
1.75649e+09,-0.00368021,0.00086782,-0.0276969
1.75649e+09,-0.00576747,0.0037468,-0.0255663
1.75649e+09,0.00286858,0.000843177,-0.0234358
1.75649e+09,-0.00676904,-0.00103499,-0.015979
1.75649e+09,-0.000681398,-0.0104856,-0.00852211
1.75649e+09,-0.00291618,-0.00631124,-0.0170442
1.75649e+09,0.00317476,-0.0082132,-0.00319579
1.75649e+09,0.00558468,-0.00852419,-0.00639159
1.75649e+09,-0.0110712,0.00147194,0.00426106
1.75649e+09,0.00140279,-0.00228969,0.0170442
1.75649e+09,-0.00644827,-0.00668621,0.0127832
1.75649e+09,0.0122841,-0.00393066,0.02024
1.75649e+09,-0.00627693,-0.00102829,0.00426106
1.75649e+09,-0.000393116,-0.00519008,0.00958738
1.75649e+09,-0.000203329,0.0136791,0.015979
1.75649e+09,0.0054218,0.00239029,0.00745685
1.75649e+09,0.00629075,-0.00631338,0
1.75649e+09,0.00708988,-0.00336285,0.0117179
1.75649e+09,0.000526458,-0.00379617,0.00639159
1.75649e+09,0.0057141,0.00988076,-0.00639159
1.75649e+09,0.00327565,0.000805599,-0.00958738
1.75649e+09,0.00704552,0.00191452,-0.0127832
1.75649e+09,0.00378301,0.00360018,-0.0213053
1.75649e+09,0.00045085,0.00597428,-0.0170442
1.75649e+09,-0.0109216,-0.0053653,-0.00958738
1.75649e+09,-0.00287355,-0.000151199,-0.0223706
1.75649e+09,0.00218189,-0.00119866,-0.0266316
1.75649e+09,3.25015e-05,-0.00236556,-0.0319579
1.75649e+09,-0.00335472,0.0133639,-0.0149137
1.75649e+09,0.00790623,-0.00360869,-0.015979
1.75649e+09,0.00811953,-0.00235736,-0.0191748
1.75649e+09,-0.00848582,-0.0053396,-0.0245011
1.75649e+09,0.00132364,0.00541171,-0.00852211
1.75649e+09,-0.00411748,-0.00245267,-0.00852211
1.75649e+09,0.000297371,0.00741253,0.00319579
1.75649e+09,-0.000354619,2.1553e-05,0.00852211
1.75649e+09,0.0115315,0.000684461,0.0191748
1.75649e+09,0.00475354,-0.00140764,0.00958738
1.75649e+09,-0.0101993,0.000362175,0.015979
1.75649e+09,0.00797287,-0.0103626,0.0170442
1.75649e+09,0.0027342,-0.000273186,0.00852211
1.75649e+09,0.00416129,0.0149945,0.0106526
1.75649e+09,-0.00703627,-0.00104197,0.0181095
1.75649e+09,-0.00934196,-0.000300662,0.015979
1.75649e+09,0.00414058,0.000413512,0.00426106
1.75649e+09,0.011251,-0.000660759,0.00106526
1.75649e+09,0.00169919,-0.00736239,-0.00213053
1.75649e+09,0.0127067,0.00572678,-0.00213053
1.75649e+09,-0.00324751,-2.88578e-05,-0.0127832
1.75649e+09,-0.00777103,-0.00354047,-0.00426106
1.75649e+09,0.00227685,0.0145129,-0.0213053
1.75649e+09,-0.00204882,0.00157663,-0.0266316
1.75649e+09,0.00138296,-0.00211971,-0.0255663
1.75649e+09,0.00851296,-0.00139539,-0.0340885
1.75649e+09,0.00112562,-0.0039832,-0.0255663
1.75649e+09,-0.00172977,-0.00185147,-0.0266316
1.75649e+09,-0.00258739,-0.00473362,-0.0181095
1.75649e+09,-0.000861413,-0.0102665,-0.00958738
1.75649e+09,-0.00479453,-0.000250816,-0.0117179
1.75649e+09,-3.46814e-05,0.00357727,0.00213053
1.75649e+09,-0.00535465,0.00231466,-0.00745685
1.75649e+09,-0.000209189,0.00301691,-0.00106526
1.75649e+09,0.00613753,-0.00560312,0.00532632
1.75649e+09,0.00642762,-0.00570032,0.00852211
1.75649e+09,0.00592658,-0.00756587,0.00745685
1.75649e+09,0.00107178,-0.0069359,0.0106526
1.75649e+09,-0.00386236,0.00506069,0.0245011
1.75649e+09,-0.00225638,0.00809398,0.0287621
1.75649e+09,-0.00127444,-0.00777461,0.0117179
1.75649e+09,0.0109007,-0.00763115,0.0127832
1.75649e+09,0.00281438,-0.00248671,0.00639159
1.75649e+09,0.00203986,-0.00335785,0.00319579
1.75649e+09,0.0087788,-0.0137178,0.00319579
1.75649e+09,0.00205559,-0.00300337,0.00106526
1.75649e+09,0.00615896,-0.00721297,-0.00426106
1.75649e+09,-0.000143982,0.0127005,-0.02024
1.75649e+09,-0.00234855,-0.00265055,-0.00852211
1.75649e+09,0.0123299,-0.00988148,-0.00852211
1.75649e+09,0.0035451,2.19434e-05,-0.0213053
1.75649e+09,0.0124658,0.00380931,-0.015979
1.75649e+09,0.00195998,-0.0063897,-0.0266316
1.75649e+09,0.00447362,-0.00607174,-0.0181095
1.75649e+09,0.00835524,-0.00656528,-0.0330232
1.75649e+09,0.00161529,0.0123767,-0.0138484
1.75649e+09,-0.00443546,-0.00193537,-0.0138484
1.75649e+09,-0.00439598,-0.00633512,-0.0170442
1.75649e+09,0.0038136,-0.00951105,-0.0127832
1.75649e+09,0.00422239,-0.00317405,-0.00639159
1.75649e+09,-0.000717962,-0.00592881,-0.00532632
1.75649e+09,0.00153641,-0.000593092,0.00532632
1.75649e+09,-0.00244393,-0.00770278,0.00319579
1.75649e+09,-0.00023007,-0.00142824,0.00958738
1.75649e+09,-7.84268e-05,4.98327e-05,0.0138484
1.75649e+09,0.0148945,-0.00309778,0.0170442
1.75649e+09,0.0144271,-0.00132409,0.0223706
1.75649e+09,-0.000119498,-0.0083183,0.0191748
1.75649e+09,0.00704278,-0.00744679,0.0127832
1.75649e+09,-0.000324392,0.00164161,0.0127832
1.75649e+09,-0.00202974,0.00830607,0.00745685
1.75649e+09,-0.00202974,0.00830607,0.00745685
1.75649e+09,-0.00213652,0.0023029,-0.00532632
1.75649e+09,0.0102716,-0.00462355,-0.00426106
1.75649e+09,0.00533315,-0.00833565,-0.015979
1.75649e+09,0.00319727,-0.00588022,-0.00319579
1.75649e+09,0.0121464,-0.00120466,-0.0170442
1.75649e+09,-0.00521194,0.00453799,-0.0223706
1.75649e+09,-0.0166031,0.00245744,-0.0308927
1.75649e+09,0.00328454,-0.00391411,-0.0298274
1.75649e+09,0.000191141,0.00811766,-0.0298274
1.75649e+09,-0.00239864,0.00332497,-0.0276969
1.75649e+09,-0.00320827,-0.00265104,-0.0223706
1.75649e+09,-0.00894615,0.00325161,-0.0170442
1.75649e+09,-0.000636424,-0.0071814,-0.00852211
1.75649e+09,0.00167308,-0.00509697,-0.00958738
1.75649e+09,-0.00152124,-0.00071158,-0.00319579
1.75649e+09,-0.00713792,0.00388378,-0.00106526
1.75649e+09,0.00400993,-0.00045088,0.00532632
1.75649e+09,0.00470228,0.00414009,0
1.75649e+09,-0.0100426,0.00329204,0.00106526
1.75649e+09,-0.0100426,0.00329204,0.00106526
1.75649e+09,-0.0100426,0.00329204,0.00106526
1.75649e+09,0.00520792,0.00150915,0.0127832
1.75649e+09,0.00355218,0.00822043,0.0117179
1.75649e+09,0.00729965,0.00152008,0.0106526
1.75649e+09,0.00205194,-0.00594151,0.0170442
1.75649e+09,0.0093772,4.08544e-05,0.00426106
1.75649e+09,-0.0107181,-0.0106037,-0.00426106
1.75649e+09,0.0083727,-0.00217227,0.0127832
1.75649e+09,0.00157552,-0.00630185,-0.0106526
1.75649e+09,0.0101597,-0.00337615,-0.00639159
1.75649e+09,0.0109231,0.00853753,-0.00745685
1.75649e+09,0.00209404,0.0056421,-0.0191748
1.75649e+09,0.0134991,-0.0049868,-0.0191748
1.75649e+09,0.0116067,-0.00177512,-0.0117179
1.75649e+09,-0.000579149,-0.0045066,-0.0234358
1.75649e+09,-0.0110982,0.00395832,-0.015979
1.75649e+09,-0.00372428,-0.00560212,-0.0234358
1.75649e+09,0.00374087,-0.00266271,-0.0170442
1.75649e+09,-0.00690905,0.00588674,-0.0138484
1.75649e+09,0.00196329,4.92864e-06,-0.02024
1.75649e+09,0.0121203,0.0018192,-0.00106526
1.75649e+09,-0.0109482,-0.00102176,-0.00106526
1.75649e+09,-0.00123371,0.0031968,-0.00745685
1.75649e+09,0.00326675,-0.00957642,0
1.75649e+09,-0.00212536,-0.00536499,0.00745685
1.75649e+09,0.000683224,-0.00887755,0.0149137
1.75649e+09,0.00867924,0.00283579,0.0223706
1.75649e+09,0.000705035,-0.0165454,0.0213053
1.75649e+09,0.00423564,-0.0107395,0.0234358
1.75649e+09,0.00630357,-0.000417292,0.0149137
1.75649e+09,0.00405996,-0.00245243,0.00106526
1.75649e+09,0.00238657,0.00375094,0.0223706
1.75649e+09,0.00770301,0.00417438,0.0149137
1.75649e+09,-0.00714132,-0.00928932,0.00426106
1.75649e+09,-0.000923414,0.000301442,0.00213053
1.75649e+09,-0.003466,0.00538272,-0.00745685
1.75649e+09,-0.00711139,-0.00566069,-0.00852211
1.75649e+09,0.00667444,-0.00930155,-0.0138484
1.75649e+09,0.0029532,0.00269489,-0.0181095
1.75649e+09,0.00799363,-0.0059378,-0.0170442
1.75649e+09,-0.0012711,0.0021766,-0.02024
1.75649e+09,0.00216303,-0.00130573,-0.0223706
1.75649e+09,0.00609753,0.00216113,-0.0181095
1.75649e+09,0.00585755,-0.00217333,-0.0287621
1.75649e+09,-0.00583495,-0.0107988,-0.0255663
1.75649e+09,0.00753566,0.00205099,-0.0191748
1.75649e+09,0.00617397,-0.00365112,-0.0223706
1.75649e+09,-0.000497452,-0.0102901,-0.0117179
1.75649e+09,0.00908841,-0.00276559,0.00639159
1.75649e+09,-0.00222666,0.00549172,0.00213053
1.75649e+09,-0.00300447,-0.00270071,-0.00426106
1.75649e+09,-0.00409835,-0.00462647,0.0106526
1.75649e+09,-0.00203417,0.00140901,0.0106526
1.75649e+09,-0.00390611,0.00382711,0.0138484
1.75649e+09,0.0090521,-0.0100486,0.0191748
1.75649e+09,0.00822073,-8.08544e-05,0.0181095
1.75649e+09,-0.00639517,-0.00611398,0.0181095
1.75649e+09,0.00282248,0.00774955,0.0149137
1.75649e+09,-0.0023495,0.00939426,0.0181095
1.75649e+09,0.00397903,-0.00195656,0.02024
1.75649e+09,-0.0105247,-0.00866156,0.00106526
1.75649e+09,-0.00476642,-0.00450968,0.0127832
1.75649e+09,0.00157892,-0.0064819,-0.00106526
1.75649e+09,0.0004527,-0.00574496,-0.0106526
1.75649e+09,0.00826887,-0.00757622,-0.0138484
1.75649e+09,0.0196108,-0.00209919,-0.0149137
1.75649e+09,0.00477365,0.000754731,-0.0191748
1.75649e+09,0.00972112,0.00960483,-0.0149137
1.75649e+09,0.00212064,-0.00460719,-0.0191748
1.75649e+09,-0.00401442,0.0115964,-0.0234358
1.75649e+09,0.0119973,0.0156624,-0.0245011
1.75649e+09,0.00417247,-0.0147423,-0.0255663
1.75649e+09,-2.3395e-05,-0.0147727,-0.0149137
1.75649e+09,-0.00279317,-0.00554153,-0.0149137
1.75649e+09,-0.0181537,-0.00510217,-0.00958738
1.75649e+09,0.010445,0.00123236,-0.015979
1.75649e+09,0.0088142,-0.00276239,-0.00213053
1.75649e+09,-0.000132978,-3.32564e-05,0.00319579
1.75649e+09,-0.00691812,-0.00464123,-0.00958738
1.75649e+09,0.00454425,-0.00336306,0.0106526
1.75649e+09,-0.000866417,0.0033493,0.00958738
1.75649e+09,-0.00299386,0.00934223,0.0170442
1.75649e+09,-0.00576001,0.0015291,0.02024
1.75649e+09,0.0104855,0.00604877,0.0117179
1.75649e+09,0.0061601,0.00367231,0.0181095
1.75649e+09,0.0144145,0.00753633,0.0170442
1.75649e+09,0.00420281,0.00144731,0.0213053
1.75649e+09,0.00230822,-0.00366836,0.00958738
1.75649e+09,0.00481472,-0.00189535,0.00852211
1.75649e+09,-0.00357436,-0.00202292,0.00426106
1.75649e+09,0.0121892,-0.00381916,-0.00852211
1.75649e+09,0.00456751,0.00628462,-0.00958738
1.75649e+09,-0.00211806,-0.00348908,-0.0138484
1.75649e+09,0.00255015,0.00496917,-0.0117179
1.75649e+09,0.00287902,-0.00260231,-0.0234358
1.75649e+09,-0.00127407,-0.00889058,-0.0255663
1.75649e+09,0.00911284,0.00202071,-0.0213053
1.75649e+09,0.0105681,-0.0027944,-0.015979
1.75649e+09,0.0162368,0.00606363,-0.0213053
1.75649e+09,-0.00318972,-0.00968978,-0.0191748
1.75649e+09,0.00348547,-0.00815387,-0.015979
1.75649e+09,-0.0106275,-0.00326071,-0.015979
1.75649e+09,0.00855574,0.00656672,-0.00745685
1.75649e+09,0.00963605,0.00217244,-0.0106526
1.75649e+09,0.00151915,0.00385294,0.00958738
1.75649e+09,0.00266585,-0.00509675,0.00745685
1.75649e+09,-0.00156552,-0.00444904,0.00639159
1.75649e+09,-0.00372373,0.000832715,0.0191748
1.75649e+09,-0.00585233,0.00107183,0.0213053
1.75649e+09,-0.00124818,-0.00543657,0.015979
1.75649e+09,-0.000301738,-0.00293141,0.00639159
1.75649e+09,0.0024171,0.00500639,0.0106526
1.75649e+09,0.00207184,0.000309932,0.0191748
1.75649e+09,0.00570952,0.000926323,0.0170442
1.75649e+09,0.00770818,-0.00648769,0.00639159
1.75649e+09,0.0141896,-0.00584348,-0.00213053
1.75649e+09,0.000183615,-0.00577037,-0.00426106
1.75649e+09,-0.0020719,0.00713066,-0.0117179
1.75649e+09,-0.00568811,-0.00296005,-0.0117179
1.75649e+09,-0.0124427,-0.00124395,-0.00852211
1.75649e+09,0.0115008,0.009244,-0.0191748
1.75649e+09,-0.000915003,0.00169593,-0.0138484
1.75649e+09,-0.00463561,-0.0109037,-0.0191748
1.75649e+09,0.00372272,0.0062729,-0.0223706
1.75649e+09,0.00256659,0.00910354,-0.0213053
1.75649e+09,-0.0064942,0.00362804,-0.0213053
1.75649e+09,0.00243802,-0.0015344,-0.0255663
1.75649e+09,-0.00292806,-0.00594894,-0.015979
1.75649e+09,-0.00190017,-0.00141263,-0.0127832
1.75649e+09,-0.00157904,-0.0108103,-0.00639159
1.75649e+09,0.00557446,-0.00680001,0
1.75649e+09,-0.000363824,0.00140386,-0.00213053
1.75649e+09,0.00144993,0.0114137,0.00106526
1.75649e+09,0.000665042,0.0106264,0.00106526
1.75649e+09,-0.000693816,-8.29402e-05,0.0149137
1.75649e+09,0.00615952,-0.00789908,0.0245011
1.75649e+09,0.00128616,0.00240348,0.0213053
1.75649e+09,-0.00883612,-0.00607755,0.02024
1.75649e+09,0.0154357,4.32082e-05,0.015979
1.75649e+09,0.0157027,-0.00579593,0.0149137
1.75649e+09,9.33245e-07,-0.00382807,0.00958738
1.75649e+09,-0.0020948,0.00189697,0.00213053
1.75649e+09,0.00240647,0.00281207,0.0170442
1.75649e+09,-0.000330467,-0.00143385,0
1.75649e+09,0.00198366,-0.00510515,0
1.75649e+09,0.00205245,-0.00336091,-0.00852211
1.75649e+09,0.000326718,0.00121406,-0.015979
1.75649e+09,0.00181366,0.00505585,-0.0191748
1.75649e+09,-0.0084402,0.000633456,-0.0245011
1.75649e+09,-0.0105173,-0.00541092,-0.015979
1.75649e+09,0.00631224,-0.00558757,-0.0149137
1.75649e+09,0.0125485,0.00236615,-0.0319579
1.75649e+09,0.0172941,0.00418098,-0.0255663
1.75649e+09,-0.000690173,-0.00128839,-0.0181095
1.75649e+09,0.00267187,0.00261188,-0.0255663
1.75649e+09,0.00151856,-0.00651355,-0.00852211
1.75649e+09,0.00129784,0.00304364,-0.0170442
1.75649e+09,-0.00368259,0.00122064,0.00532632
1.75649e+09,0.00796642,-0.00169695,-0.0138484
1.75649e+09,0.00488546,0.00595599,0.0106526
1.75649e+09,0.001326,0.000874589,0.00745685
1.75649e+09,-7.97195e-05,-0.00183096,0.0106526
1.75649e+09,-0.000864032,0.000363097,0.00639159
1.75649e+09,0.00532745,0.00513608,0.00852211
1.75649e+09,0.00399787,0.00289988,0.0149137
1.75649e+09,0.00232289,0.0112728,0.0117179
1.75649e+09,0.00612928,-0.0101915,0.0149137
1.75649e+09,-0.00176506,-0.00617476,0.00852211
1.75649e+09,0.00147754,-0.00517313,0.00745685
1.75649e+09,0.00976965,-0.000188967,0.00426106
1.75649e+09,0.0106741,-0.00445816,0
1.75649e+09,0.00471205,0.0113532,-0.00106526
1.75649e+09,0.00114013,0.0142731,-0.0106526
1.75649e+09,0.0050686,0.00339384,-0.02024
1.75649e+09,-0.000651223,0.00351815,-0.00958738
1.75649e+09,-0.00042845,-0.00443,-0.0191748
1.75649e+09,-0.0062927,0.000811511,-0.0127832
1.75649e+09,0.000774025,0.00644257,-0.0245011
1.75649e+09,-0.0109663,0.00178196,-0.0213053
1.75649e+09,-0.00242229,0.000737328,-0.0266316
1.75649e+09,0.000882314,-0.000956337,-0.0234358
1.75649e+09,-0.00252901,-0.00618926,-0.015979
1.75649e+09,0.00277279,-0.0089474,-0.0127832
1.75649e+09,0.00567659,-0.00695454,0.00213053
1.75649e+09,0.00546618,-0.00263224,-0.00852211
1.75649e+09,-0.000752886,-0.00280761,0.00319579
1.75649e+09,0.00175817,-0.000809803,0.00319579
1.75649e+09,0.00275788,-0.00970797,0.00213053
1.75649e+09,-0.0101564,0.000108821,0.00852211
1.75649e+09,0.00674644,0.00454597,0.0138484
1.75649e+09,0.00712596,-0.000895845,0.0138484
1.75649e+09,0.0049173,0.0064458,0.0127832
1.75649e+09,0.00987136,-0.00115643,0.0149137
1.75649e+09,0.010606,0.00457177,0.0106526
1.75649e+09,0.0151958,-0.00742163,0.0127832
1.75649e+09,0.00630158,-0.00374776,0.00426106
1.75649e+09,0.00289465,-0.010296,0.00106526
1.75649e+09,-0.00442741,-0.00974467,0.00852211
1.75649e+09,-0.0106903,0.00352636,-0.0106526
1.75649e+09,0.0017648,-0.00399381,-0.00532632
1.75649e+09,-0.00569519,0.000433198,-0.0106526
1.75649e+09,-0.00146255,-0.00909411,-0.0181095
1.75649e+09,-0.00416079,-0.0113931,-0.015979
1.75649e+09,0.00393447,-0.000436842,-0.0223706
1.75649e+09,0.00324886,-0.0016848,-0.0213053
1.75649e+09,0.00249586,0.0087493,-0.0255663
1.75649e+09,0.00253316,-0.00424634,-0.0117179
1.75649e+09,0.0109528,-0.00216443,-0.0213053
1.75649e+09,0.000901769,-0.0105522,-0.015979
1.75649e+09,0.00460617,-0.0177651,-0.0127832
1.75649e+09,0.00729709,-0.00361498,-0.00852211
1.75649e+09,-0.00255084,-0.0034314,-0.0138484
1.75649e+09,0.00110512,0.0035209,-0.00745685
1.75649e+09,0.0027834,-0.0125112,0.00106526
1.75649e+09,0.00638521,-0.00833713,-0.00532632
1.75649e+09,-0.011008,-0.00363748,0.00639159
1.75649e+09,-0.00306672,-0.00618959,0.015979
1.75649e+09,0.00367232,-0.00956325,0.015979
1.75649e+09,-0.000771982,-0.00195797,0.0234358
1.75649e+09,0.00427028,0.000459159,0.0149137
1.75649e+09,-0.00162929,0.00406697,0.00639159
1.75649e+09,0.00294985,-0.00288883,0.00852211
1.75649e+09,0.00602839,-0.00686784,0.00745685
1.75649e+09,-0.000398637,-0.0113134,0.00426106
1.75649e+09,0.00451361,-0.00371979,0.0127832
1.75649e+09,-0.00217454,-0.0076364,-0.00213053
1.75649e+09,0.00865439,-0.008578,-0.00106526
1.75649e+09,0.0125591,-0.00372673,-0.0149137
1.75649e+09,0.0016989,0.00341485,-0.0181095
1.75649e+09,-0.00178833,-0.000980949,-0.015979
1.75649e+09,-0.0147744,-0.00059124,-0.0213053
1.75649e+09,0.00222259,0.00908496,-0.02024
1.75649e+09,0.00489012,0.000964697,-0.0223706
1.75649e+09,0.00191873,-0.0010585,-0.0181095
1.75649e+09,0.00922557,-0.00507488,-0.0255663
1.75649e+09,0.00679042,0.00844024,-0.0191748
1.75649e+09,0.000701331,-0.00609985,-0.0106526
1.75649e+09,-0.00642445,-0.000128116,-0.0106526
1.75649e+09,-0.00609695,-0.000689957,-0.00213053
1.75649e+09,0.00039759,-0.00240586,-0.00639159
1.75649e+09,-0.00411011,0.00527865,-0.00745685
1.75649e+09,-0.00204502,0.00834445,0.00852211
1.75649e+09,-0.00545663,0.00662028,0.00745685
1.75649e+09,0.0036581,-0.0098002,0.015979
1.75649e+09,0.000616475,0.0103897,0.0181095
1.75649e+09,-0.00368003,-0.00693456,0.0234358
1.75649e+09,-0.00828659,0.00551277,0.00852211
1.75649e+09,-0.00100427,-0.00382009,0.0149137
1.75649e+09,0.0129081,0.00191135,0.015979
1.75649e+09,0.0129924,0.0107785,0.0127832
1.75649e+09,0.0069087,0.00891726,0.00958738
1.75649e+09,0.00944611,0.00383576,0.0170442
1.75649e+09,0.00219629,-0.00934499,0.00319579
1.75649e+09,0.00794545,-0.0101968,-0.00213053
1.75649e+09,-0.00645856,0.000577111,-0.00958738
1.75649e+09,0.00556688,0.00362105,-0.0213053
1.75649e+09,-0.00515948,-0.00728558,-0.0149137
1.75649e+09,0.00172797,-0.0113182,-0.0149137
1.75649e+09,0.00597589,0.00303717,-0.0223706
1.75649e+09,-0.0111267,0.00506092,-0.0181095
1.75649e+09,0.00600885,-0.00770959,-0.0276969
1.75649e+09,0.00697943,0.00278499,-0.0181095
1.75649e+09,-0.00271234,0.00433801,-0.0234358
1.75649e+09,-0.0107093,-0.00509579,-0.015979
1.75649e+09,-0.00439541,0.00661484,-0.0106526
1.75649e+09,-0.0120219,0.00391464,-0.00745685
1.75649e+09,0.00922487,0.00460215,-0.00958738
1.75649e+09,0.00984894,0.00184265,-0.00213053
1.75649e+09,-0.00093883,-0.00120805,0.00745685
1.75649e+09,0.00323297,-0.000932669,0.00852211
1.75649e+09,0.00363846,-0.00452883,0.0127832
1.75649e+09,-0.0128079,-0.00286699,0.0170442
1.75649e+09,0.00678186,-0.000783585,0.0138484
1.75649e+09,0.00743116,0.000649273,0.00852211
1.75649e+09,0.0059013,0.00672146,0.0181095
1.75649e+09,0.00757953,0.0046995,0.00639159
1.75649e+09,0.00654138,-0.000578489,0.0117179
1.75649e+09,-0.00638647,-0.00247368,0.0138484
1.75649e+09,0.00976012,-0.00551392,0.0149137
1.75649e+09,0.00974131,0.006709,0.0106526
1.75649e+09,-0.00278012,-0.00225116,0
1.75649e+09,0.0120122,-0.00319938,-0.00532632
1.75649e+09,0.00803554,-0.0111076,-0.0149137
1.75649e+09,0.00920926,-0.00191185,-0.02024
1.75649e+09,-0.00609951,-0.00665246,-0.0106526
1.75649e+09,0.00425441,-0.00267244,-0.0245011
1.75649e+09,-0.00708455,0.00336705,-0.0245011
1.75649e+09,0.00324606,-0.00302667,-0.0330232
1.75649e+09,0.00401101,-0.00447753,-0.0255663
1.75649e+09,0.0020434,-0.0112626,-0.0223706
1.75649e+09,-0.00462514,-0.00470444,-0.015979
1.75649e+09,0.00663745,-0.00666982,-0.0149137
