timestamp,dt,x,y,yaw,filtered_vx,filtered_vy,filtered_wz
1.75649e+09,0.00330066,-5.83167e-05,-0.00058847,0.000589019,-0.000501079,-0.00189509,-0.0138484
1.75649e+09,0.00336778,-6.00033e-05,-0.000590041,0.00054238,-0.000501079,-0.000466369,-0.0138484
1.75649e+09,0.00331758,-5.9315e-05,-0.000591588,0.000489369,0.0002072,-0.000466369,-0.015979
1.75649e+09,0.00338109,-3.50292e-05,-0.000575931,0.000435343,0.0071851,0.00462719,-0.015979
1.75649e+09,0.00326762,-1.15576e-05,-0.000560801,0.000355282,0.0071851,0.00462719,-0.0245011
1.75649e+09,0.00332772,1.2356e-05,-0.000570711,0.000256025,0.0071851,-0.00298051,-0.0298274
1.75649e+09,0.0034058,3.15447e-05,-0.000584602,0.000154439,0.00563307,-0.00408013,-0.0298274
1.75649e+09,0.00328605,4.45871e-05,-0.000598008,5.64243e-05,0.0039684,-0.00408013,-0.0298274
1.75649e+09,0.00331145,4.43596e-05,-0.000611519,-1.05994e-05,-6.89432e-05,-0.00408013,-0.02024
1.75649e+09,0.00348564,4.41191e-05,-0.000625741,-4.77307e-05,-6.89432e-05,-0.00408013,-0.0106526
1.75649e+09,0.00317304,5.67104e-05,-0.000637906,-7.81519e-05,0.0039684,-0.00383361,-0.00958738
1.75649e+09,0.00358358,5.53853e-05,-0.000648584,-0.000104874,-0.000369553,-0.00297987,-0.00745685
1.75649e+09,0.00438091,5.3766e-05,-0.00065122,-0.000123541,-0.000369553,-0.000601801,-0.00426106
1.75649e+09,0.00225471,6.0995e-05,-0.000652578,-0.00012114,0.00320623,-0.000601801,0.00106526
1.75649e+09,0.00323043,7.1351e-05,-0.000664964,-0.000110816,0.00320623,-0.00383361,0.00319579
1.75649e+09,0.00335405,8.21059e-05,-0.000655956,-9.65239e-05,0.00320623,0.00268597,0.00426106
1.75649e+09,0.00319575,9.29478e-05,-0.000639982,-5.22677e-05,0.00339212,0.00499893,0.0138484
1.75649e+09,0.00338396,0.000104426,-0.00064727,-9.00993e-06,0.00339212,-0.00215366,0.0127832
1.75649e+09,0.00342718,0.000116052,-0.000654651,3.48003e-05,0.00339212,-0.00215366,0.0127832
1.75649e+09,0.00358714,0.000141311,-0.000662376,8.06552e-05,0.00704152,-0.00215366,0.0127832
1.75649e+09,0.00299264,0.000162384,-0.000672431,0.000118911,0.00704152,-0.00336057,0.0127832
1.75649e+09,0.00566179,0.000176753,-0.000691456,0.000185255,0.00253742,-0.00336057,0.0117179
1.75649e+09,0.000965217,0.000177608,-0.0006947,0.000192453,0.000885455,-0.00336057,0.00745685
1.75649e+09,0.00338707,0.000193399,-0.000706079,0.000210493,0.00466157,-0.00336057,0.00532632
1.75649e+09,0.00329011,0.00020874,-0.000722056,0.000203483,0.00466157,-0.00485703,-0.00213053
1.75649e+09,0.00327245,0.000222477,-0.000729947,0.000193025,0.00419728,-0.00241234,-0.00319579
1.75649e+09,0.00340825,0.000236785,-0.000745831,0.000174872,0.00419728,-0.00466121,-0.00532632
1.75649e+09,0.0034659,0.000251335,-0.000761984,0.000137951,0.00419728,-0.00466121,-0.0106526
1.75649e+09,0.00320071,0.000262662,-0.000765847,9.70358e-05,0.00353871,-0.00120754,-0.0127832
1.75649e+09,0.0033802,0.000269066,-0.000769252,4.30237e-05,0.00189426,-0.00100753,-0.015979
1.75649e+09,0.00333751,0.0002753,-0.000768188,-2.45276e-05,0.00186796,0.000318773,-0.02024
1.75649e+09,0.0031925,0.000281263,-0.000767171,-9.25446e-05,0.00186796,0.000318773,-0.0213053
1.75649e+09,0.00359157,0.000288067,-0.000763992,-0.000169064,0.00189426,0.0008852,-0.0213053
1.75649e+09,0.00348761,0.000294674,-0.000760906,-0.000243369,0.00189426,0.0008852,-0.0213053
1.75649e+09,0.0032779,0.000290468,-0.00075986,-0.000309713,-0.00128332,0.000318773,-0.02024
1.75649e+09,0.00333368,0.000266515,-0.000761947,-0.000377187,-0.00718488,-0.000628178,-0.02024
1.75649e+09,0.00438643,0.000229871,-0.000764688,-0.000442605,-0.00835369,-0.000628178,-0.0149137
1.75649e+09,0.00196334,0.000213469,-0.000765914,-0.000461428,-0.00835369,-0.000628178,-0.00958738
1.75649e+09,0.00790518,0.000156669,-0.000770854,-0.000520376,-0.00718488,-0.000628178,-0.00745685
1.75649e+09,0.00582591,0.000188384,-0.000797138,-0.000557613,0.00544602,-0.00450872,-0.00639159
1.75649e+09,0.00485198,0.000214795,-0.000819029,-0.000552444,0.00544602,-0.00450872,0.00106526
1.75649e+09,0.000164769,0.000215693,-0.000818519,-0.000551917,0.00544602,0.00309965,0.00319579
1.75649e+09,0.000184232,0.000216696,-0.00081935,-0.000551132,0.00544602,-0.00450872,0.00426106
1.75649e+09,0.00108711,0.000215269,-0.000824251,-0.000539552,-0.00131017,-0.00450872,0.0106526
1.75649e+09,0.00333455,0.000210089,-0.000831675,-0.000479165,-0.00155222,-0.00222748,0.0181095
1.75649e+09,0.00331514,0.000205745,-0.00083203,-0.000419129,-0.00131017,-0.0001076,0.0181095
1.75649e+09,0.00337766,0.000224404,-0.000839562,-0.000365158,0.00552519,-0.00222748,0.015979
1.75649e+09,0.00344046,0.000239855,-0.000839937,-0.000313848,0.00449098,-0.0001076,0.0149137
1.75649e+09,0.00330091,0.000254681,-0.000834478,-0.000264619,0.00449098,0.00165531,0.0149137
1.75649e+09,0.0033111,0.000272978,-0.000826924,-0.000236402,0.00552519,0.00228281,0.00852211
1.75649e+09,0.00334169,0.000287987,-0.000821048,-0.000211483,0.00449098,0.00175954,0.00745685
1.75649e+09,0.00382663,0.000303738,-0.000814318,-0.000199254,0.00411579,0.00175954,0.00319579
1.75649e+09,0.00283659,0.000315413,-0.000809329,-0.000196232,0.00411579,0.00175954,0.00106526
1.75649e+09,0.00337065,0.000329644,-0.000804044,-0.000228548,0.00422151,0.00156899,-0.00958738
1.75649e+09,0.00337794,0.000343548,-0.000798747,-0.000264532,0.00411579,0.00156899,-0.0106526
1.75649e+09,0.00315956,0.000338996,-0.000795132,-0.000311653,-0.00144083,0.00114384,-0.0149137
1.75649e+09,0.00345406,0.000334021,-0.000789711,-0.000377884,-0.00144083,0.00156899,-0.0191748
1.75649e+09,0.00336969,0.00032917,-0.000778492,-0.000446086,-0.00144083,0.00332882,-0.02024
1.75649e+09,0.00319095,0.000317432,-0.000767864,-0.000531066,-0.00368021,0.00332882,-0.0266316
1.75649e+09,0.00351209,0.000297183,-0.000754735,-0.000624599,-0.00576747,0.00373539,-0.0266316
1.75649e+09,0.00329307,0.000285071,-0.000742426,-0.000712299,-0.00368021,0.00373539,-0.0266316
1.75649e+09,0.00314602,0.000273495,-0.000739688,-0.000792731,-0.00368021,0.00086782,-0.0255663
1.75649e+09,0.00331537,0.000261296,-0.000736883,-0.000870429,-0.00368021,0.000843177,-0.0234358
1.75649e+09,0.00359615,0.000250806,-0.000740596,-0.000931723,-0.00291618,-0.00103499,-0.0170442
1.75649e+09,0.00322133,0.000248592,-0.000760924,-0.000983196,-0.000681398,-0.00631124,-0.015979
1.75649e+09,0.0032763,0.000246333,-0.000787831,-0.00101112,-0.000681398,-0.0082132,-0.00852211
1.75649e+09,0.00351075,0.000243912,-0.000816663,-0.00103356,-0.000681398,-0.0082132,-0.00639159
1.75649e+09,0.00331291,0.000248538,-0.000837576,-0.00104414,0.00140279,-0.00631124,-0.00319579
1.75649e+09,0.0033587,0.000253226,-0.000860038,-0.00102983,0.00140279,-0.00668621,0.00426106
1.75649e+09,0.00324795,0.000257769,-0.000872809,-0.000988313,0.00140279,-0.00393066,0.0127832
1.75649e+09,0.0032719,0.000237224,-0.000880281,-0.000946488,-0.00627693,-0.00228969,0.0127832
1.75649e+09,0.00358069,0.000235803,-0.000894354,-0.000900716,-0.000393116,-0.00393066,0.0127832
1.75649e+09,0.00306991,0.000234585,-0.000906419,-0.000861472,-0.000393116,-0.00393066,0.0127832
1.75649e+09,0.00340213,0.00023389,-0.000909917,-0.000828855,-0.000203329,-0.00102829,0.00958738
1.75649e+09,0.00359648,0.000233156,-0.000913615,-0.000802036,-0.000203329,-0.00102829,0.00745685
1.75649e+09,0.00311027,0.000250011,-0.000924088,-0.000772217,0.0054218,-0.00336285,0.00958738
1.75649e+09,0.00327273,0.000267747,-0.000935107,-0.000747813,0.0054218,-0.00336285,0.00745685
1.75649e+09,0.00330601,0.000286629,-0.000946239,-0.000726682,0.0057141,-0.00336285,0.00639159
1.75649e+09,0.00349017,0.000306564,-0.00095799,-0.000726682,0.0057141,-0.00336285,0
1.75649e+09,0.00309865,0.000324272,-0.000955507,-0.000746487,0.0057141,0.000805599,-0.00639159
1.75649e+09,0.00346427,0.000337382,-0.000948884,-0.000779701,0.00378301,0.00191452,-0.00958738
1.75649e+09,0.00325108,0.00034969,-0.000937189,-0.00082126,0.00378301,0.00360018,-0.0127832
1.75649e+09,0.00334599,0.000360655,-0.000930792,-0.000864032,0.00327565,0.00191452,-0.0127832
1.75649e+09,0.00343869,0.000362211,-0.00092421,-0.000922642,0.00045085,0.00191452,-0.0170442
1.75649e+09,0.00329294,0.000363696,-0.00092471,-0.000992799,0.00045085,-0.000151199,-0.0213053
1.75649e+09,0.00320725,0.000363796,-0.000928554,-0.00106455,3.25015e-05,-0.00119866,-0.0223706
1.75649e+09,0.00349035,0.000353762,-0.000932727,-0.00114263,-0.00287355,-0.00119866,-0.0223706
1.75649e+09,0.00322213,0.000353862,-0.00093659,-0.00121471,3.25015e-05,-0.00119866,-0.0223706
1.75649e+09,0.00335635,0.000361176,-0.000944511,-0.00127907,0.00218189,-0.00235736,-0.0191748
1.75649e+09,0.00337049,0.000361275,-0.000952484,-0.00134369,3.25015e-05,-0.00236556,-0.0191748
1.75649e+09,0.00327653,0.000365602,-0.000960214,-0.00139605,0.00132364,-0.00235736,-0.015979
1.75649e+09,0.00342267,0.00037012,-0.000968615,-0.00145074,0.00132364,-0.00245267,-0.015979
1.75649e+09,0.00351708,0.000371154,-0.000976907,-0.00148071,0.000297371,-0.00235736,-0.00852211
1.75649e+09,0.00303868,0.000370077,-0.00097684,-0.00150661,-0.000354619,2.1553e-05,-0.00852211
1.75649e+09,0.00334975,0.000371076,-0.000974549,-0.0014959,0.000297371,0.000684461,0.00319579
1.75649e+09,0.00364144,0.000372159,-0.000974472,-0.00146487,0.000297371,2.1553e-05,0.00852211
1.75649e+09,0.00303885,0.000373065,-0.000973373,-0.00143574,0.000297371,0.000362175,0.00958738
1.75649e+09,0.00333676,0.000388926,-0.000973323,-0.00138242,0.00475354,2.1553e-05,0.015979
1.75649e+09,0.00420098,0.000408894,-0.000974499,-0.00131529,0.00475354,-0.000273186,0.015979
1.75649e+09,0.00250271,0.000419308,-0.000975196,-0.00128863,0.00416129,-0.000273186,0.0106526
1.75649e+09,0.00326273,0.000428227,-0.000976099,-0.0012365,0.0027342,-0.000273186,0.015979
1.75649e+09,0.00336131,0.000437417,-0.000977121,-0.00118279,0.0027342,-0.000300662,0.015979
1.75649e+09,0.00327015,0.000446357,-0.000978025,-0.00114795,0.0027342,-0.000273186,0.0106526
1.75649e+09,0.00335781,0.000460259,-0.00097905,-0.00111218,0.00414058,-0.000300662,0.0106526
1.75649e+09,0.00332505,0.000465906,-0.000981254,-0.00109801,0.00169919,-0.000660759,0.00426106
1.75649e+09,0.00343003,0.000480107,-0.000982301,-0.00109436,0.00414058,-0.000300662,0.00106526
1.75649e+09,0.0033322,0.000493905,-0.000982412,-0.00110146,0.00414058,-2.88578e-05,-0.00213053
1.75649e+09,0.00330577,0.000499519,-0.000984602,-0.0011085,0.00169919,-0.000660759,-0.00213053
1.75649e+09,0.00337018,0.000505246,-0.000984706,-0.00112286,0.00169919,-2.88578e-05,-0.00426106
1.75649e+09,0.00333952,0.00049841,-0.000979433,-0.00116555,-0.00204882,0.00157663,-0.0127832
1.75649e+09,0.00334181,0.000491563,-0.000979522,-0.00123675,-0.00204882,-2.88578e-05,-0.0213053
1.75649e+09,0.00328721,0.000496103,-0.000984114,-0.00132079,0.00138296,-0.00139539,-0.0255663
1.75649e+09,0.00326927,0.000500618,-0.000988682,-0.00140437,0.00138296,-0.00139539,-0.0255663
1.75649e+09,0.00341416,0.000504453,-0.000995009,-0.0014953,0.00112562,-0.00185147,-0.0266316
1.75649e+09,0.00331414,0.000508172,-0.00100204,-0.00158003,0.00112562,-0.00211971,-0.0255663
1.75649e+09,0.0032656,0.000505339,-0.00101504,-0.00166352,-0.000861413,-0.0039832,-0.0255663
1.75649e+09,0.00343431,0.000499376,-0.00102871,-0.00172571,-0.00172977,-0.0039832,-0.0181095
1.75649e+09,0.00333842,0.00049359,-0.00103488,-0.00176483,-0.00172977,-0.00185147,-0.0117179
1.75649e+09,0.00322481,0.000485245,-0.00103568,-0.00179575,-0.00258739,-0.000250816,-0.00958738
1.75649e+09,0.00333451,0.000482386,-0.00102795,-0.00182061,-0.000861413,0.00231466,-0.00745685
1.75649e+09,0.00339041,0.000481692,-0.0010201,-0.00182423,-0.000209189,0.00231466,-0.00106526
1.75649e+09,0.00324703,0.000481593,-0.00101259,-0.00181731,-3.46814e-05,0.00231466,0.00213053
1.75649e+09,0.00364518,0.000503159,-0.00103305,-0.00179789,0.00592658,-0.00560312,0.00532632
1.75649e+09,0.00313249,0.000521692,-0.00105094,-0.00177453,0.00592658,-0.00570032,0.00745685
1.75649e+09,0.00346282,0.000542179,-0.00107072,-0.00174502,0.00592658,-0.00570032,0.00852211
1.75649e+09,0.00323862,0.000545618,-0.00108918,-0.00171052,0.00107178,-0.00570032,0.0106526
1.75649e+09,0.00333818,0.000541324,-0.00111233,-0.00167141,-0.00127444,-0.0069359,0.0117179
1.75649e+09,0.0031985,0.000537211,-0.00113451,-0.00163052,-0.00127444,-0.0069359,0.0127832
1.75649e+09,0.00343904,0.000532814,-0.00114305,-0.00158656,-0.00127444,-0.00248671,0.0127832
1.75649e+09,0.0032643,0.000539455,-0.00115402,-0.00154831,0.00203986,-0.00335785,0.0117179
1.75649e+09,0.00366356,0.000549723,-0.001182,-0.00152489,0.00281438,-0.00763115,0.00639159
1.75649e+09,0.00317419,0.00055864,-0.00119267,-0.00151475,0.00281438,-0.00335785,0.00319579
1.75649e+09,0.00327391,0.000567837,-0.00120368,-0.00150429,0.00281438,-0.00335785,0.00319579
1.75649e+09,0.0032039,0.000574407,-0.00121444,-0.00150087,0.00205559,-0.00335785,0.00106526
1.75649e+09,0.00339809,0.000581377,-0.00122466,-0.00151535,0.00205559,-0.00300337,-0.00426106
1.75649e+09,0.00329175,0.000588128,-0.00123456,-0.0015434,0.00205559,-0.00300337,-0.00852211
1.75649e+09,0.00348788,0.000600479,-0.00124382,-0.00157313,0.0035451,-0.00265055,-0.00852211
1.75649e+09,0.0034683,0.000612774,-0.00124376,-0.00162855,0.0035451,2.19434e-05,-0.015979
1.75649e+09,0.00316263,0.000623973,-0.00125217,-0.00167908,0.0035451,-0.00265055,-0.015979
1.75649e+09,0.00316154,0.000638084,-0.00127139,-0.00173634,0.00447362,-0.00607174,-0.0181095
1.75649e+09,0.00333711,0.000652978,-0.00129167,-0.00180744,0.00447362,-0.00607174,-0.0213053
1.75649e+09,0.00352911,0.000668727,-0.00131313,-0.00187135,0.00447362,-0.00607174,-0.0181095
1.75649e+09,0.00321423,0.00067499,-0.00133266,-0.00192955,0.00195998,-0.00607174,-0.0181095
1.75649e+09,0.0034285,0.000680488,-0.00135349,-0.00198799,0.00161529,-0.00607174,-0.0170442
1.75649e+09,0.00331588,0.000685802,-0.0013745,-0.00203391,0.00161529,-0.00633512,-0.0138484
1.75649e+09,0.0032386,0.000691013,-0.00138479,-0.00207876,0.00161529,-0.00317405,-0.0138484
1.75649e+09,0.00332957,0.000688581,-0.00140453,-0.00212132,-0.000717962,-0.00592881,-0.0127832
1.75649e+09,0.00341502,0.000693785,-0.00142479,-0.00214315,0.00153641,-0.00592881,-0.00639159
1.75649e+09,0.00324302,0.000698726,-0.00144402,-0.00216042,0.00153641,-0.00592881,-0.00532632
1.75649e+09,0.00352912,0.00069789,-0.00145522,-0.00214914,-0.00023007,-0.00317405,0.00319579
1.75649e+09,0.00317753,0.000697149,-0.00145976,-0.00213222,-0.00023007,-0.00142824,0.00532632
1.75649e+09,0.00334238,0.000696877,-0.00146453,-0.00210018,-7.84268e-05,-0.00142824,0.00958738
1.75649e+09,0.00362661,0.000696582,-0.00146971,-0.00204995,-7.84268e-05,-0.00142824,0.0138484
1.75649e+09,0.00300085,0.000696338,-0.001474,-0.00199881,-7.84268e-05,-0.00142824,0.0170442
1.75649e+09,0.00333999,0.00071984,-0.00148439,-0.00194188,0.00704278,-0.00309778,0.0170442
1.75649e+09,0.00360145,0.000745182,-0.0014956,-0.00188049,0.00704278,-0.00309778,0.0170442
1.75649e+09,0.00325982,0.000744785,-0.00149991,-0.00183882,-0.000119498,-0.00132409,0.0127832
1.75649e+09,0.00321367,0.000743752,-0.00149464,-0.00179774,-0.000324392,0.00164161,0.0127832
1.75649e+09,0.00326564,0.000737137,-0.0014871,-0.00177339,-0.00202974,0.0023029,0.00745685
1.75649e+09,0.00328435,0.000730484,-0.00147953,-0.0017489,-0.00202974,0.0023029,0.00745685
1.75649e+09,0.00333585,0.000723727,-0.00147183,-0.00176311,-0.00202974,0.0023029,-0.00426106
1.75649e+09,0.00330162,0.000734256,-0.00148712,-0.00177718,0.00319727,-0.00462355,-0.00426106
1.75649e+09,0.00341585,0.000752445,-0.00150294,-0.00179538,0.00533315,-0.00462355,-0.00532632
1.75649e+09,0.00329387,0.000769984,-0.0015182,-0.00184801,0.00533315,-0.00462355,-0.015979
1.75649e+09,0.00325987,0.0007804,-0.00152215,-0.00190357,0.00319727,-0.00120466,-0.0170442
1.75649e+09,0.00348672,0.00079154,-0.00152637,-0.00198157,0.00319727,-0.00120466,-0.0223706
1.75649e+09,0.00331915,0.00079219,-0.00151822,-0.00208057,0.000191141,0.00245744,-0.0298274
1.75649e+09,0.00327093,0.000784367,-0.00150732,-0.00217814,-0.00239864,0.00332497,-0.0298274
1.75649e+09,0.00342373,0.000776173,-0.00149889,-0.00228026,-0.00239864,0.00245744,-0.0298274
1.75649e+09,0.00324334,0.000768418,-0.00148833,-0.00237009,-0.00239864,0.00325161,-0.0276969
1.75649e+09,0.00327632,0.000760584,-0.00147766,-0.00244338,-0.00239864,0.00325161,-0.0223706
1.75649e+09,0.00341818,0.000752363,-0.0014867,-0.00250164,-0.00239864,-0.00265104,-0.0170442
1.75649e+09,0.00335304,0.00074724,-0.00149558,-0.00253379,-0.00152124,-0.00265104,-0.00958738
1.75649e+09,0.0033369,0.000742158,-0.00149794,-0.00256223,-0.00152124,-0.00071158,-0.00852211
1.75649e+09,0.00339572,0.000739991,-0.00150035,-0.00257308,-0.000636424,-0.00071158,-0.00319579
1.75649e+09,0.00383638,0.000746405,-0.00150209,-0.00257716,0.00167308,-0.00045088,-0.00106526
1.75649e+09,0.00307669,0.00074175,-0.00149195,-0.00257716,-0.00152124,0.00329204,0
1.75649e+09,0.00306057,0.00071993,-0.00148182,-0.0025739,-0.00713792,0.00329204,0.00106526
1.75649e+09,0.00321504,0.00068767,-0.00147115,-0.00257048,-0.0100426,0.00329204,0.00106526
1.75649e+09,0.00342718,0.000653282,-0.00145978,-0.00256683,-0.0100426,0.00329204,0.00106526
1.75649e+09,0.00330218,0.000620147,-0.00144883,-0.00256331,-0.0100426,0.00329204,0.00106526
1.75649e+09,0.00318917,0.000631502,-0.00143836,-0.00252934,0.00355218,0.00329204,0.0106526
1.75649e+09,0.00331147,0.000643278,-0.00143335,-0.00249053,0.00355218,0.00152008,0.0117179
1.75649e+09,0.00333013,0.000660634,-0.00142837,-0.00245151,0.00520792,0.00150915,0.0117179
1.75649e+09,0.00329662,0.000672344,-0.00142827,-0.00241639,0.00355218,4.08544e-05,0.0106526
1.75649e+09,0.0035478,0.000698223,-0.00143603,-0.0023786,0.00729965,-0.00217227,0.0106526
1.75649e+09,0.00332725,0.000705003,-0.00145582,-0.00236442,0.00205194,-0.00594151,0.00426106
1.75649e+09,0.00342125,0.000733621,-0.00146744,-0.002379,0.0083727,-0.00337615,-0.00426106
1.75649e+09,0.00323049,0.000760643,-0.00147841,-0.00239965,0.0083727,-0.00337615,-0.00639159
1.75649e+09,0.00330546,0.000788301,-0.00148566,-0.0024243,0.0083727,-0.00217227,-0.00745685
1.75649e+09,0.00335558,0.000822365,-0.00149707,-0.00246004,0.0101597,-0.00337615,-0.0106526
1.75649e+09,0.00358798,0.000861541,-0.00150353,-0.00250209,0.0109231,-0.00177512,-0.0117179
1.75649e+09,0.00321341,0.000896627,-0.00150933,-0.0025637,0.0109231,-0.00177512,-0.0191748
1.75649e+09,0.00323336,0.000903383,-0.00151508,-0.0026257,0.00209404,-0.00177512,-0.0191748
1.75649e+09,0.00397386,0.000901035,-0.00153298,-0.0027019,-0.000579149,-0.0045066,-0.0191748
1.75649e+09,0.00268537,0.00089946,-0.00154013,-0.00274767,-0.000579149,-0.00266271,-0.0170442
1.75649e+09,0.0033629,0.000886911,-0.00154905,-0.00280499,-0.00372428,-0.00266271,-0.0170442
1.75649e+09,0.00343747,0.000874109,-0.001549,-0.00286358,-0.00372428,4.92864e-06,-0.0170442
1.75649e+09,0.00337641,0.000880738,-0.001549,-0.00292113,0.00196329,4.92864e-06,-0.0170442
1.75649e+09,0.00303068,0.000886688,-0.001549,-0.0029631,0.00196329,4.92864e-06,-0.0138484
1.75649e+09,0.00350824,0.000882379,-0.00154261,-0.00298926,-0.00123371,0.0018192,-0.00745685
1.75649e+09,0.00322143,0.000888703,-0.00154261,-0.00299269,0.00196329,4.92864e-06,-0.00106526
1.75649e+09,0.00325206,0.000884681,-0.00154592,-0.00299615,-0.00123371,-0.00102176,-0.00106526
1.75649e+09,0.00389024,0.00087982,-0.00156678,-0.00299615,-0.00123371,-0.00536499,0
1.75649e+09,0.00298294,0.00088181,-0.00158279,-0.00297391,0.000683224,-0.00536499,0.00745685
1.75649e+09,0.00325706,0.00088402,-0.00161171,-0.00292533,0.000705035,-0.00887755,0.0149137
1.75649e+09,0.00348955,0.00088639,-0.00164269,-0.00285099,0.000705035,-0.00887755,0.0213053
1.75649e+09,0.00307077,0.000899318,-0.00166999,-0.00278556,0.00423564,-0.00887755,0.0213053
1.75649e+09,0.00336877,0.000913564,-0.00167829,-0.00271379,0.00423564,-0.00245243,0.0213053
1.75649e+09,0.00353046,0.000927874,-0.00168699,-0.00263857,0.00405996,-0.00245243,0.0213053
1.75649e+09,0.00324343,0.000941609,-0.00168838,-0.0025902,0.00423564,-0.000417292,0.0149137
1.75649e+09,0.00320156,0.000954603,-0.00168975,-0.00254246,0.00405996,-0.000417292,0.0149137
1.75649e+09,0.00341837,0.000962764,-0.00168874,-0.00252789,0.00238657,0.000301442,0.00426106
1.75649e+09,0.00344283,0.000959618,-0.00167582,-0.00251322,-0.000923414,0.00375094,0.00426106
1.75649e+09,0.00329561,0.000948198,-0.0016748,-0.0025062,-0.003466,0.000301442,0.00213053
1.75649e+09,0.00321251,0.000937017,-0.00169295,-0.00253015,-0.003466,-0.00566069,-0.00745685
1.75649e+09,0.00329818,0.000933974,-0.00169195,-0.00255826,-0.000923414,0.000301442,-0.00852211
1.75649e+09,0.0033221,0.000943737,-0.00171078,-0.00260427,0.0029532,-0.00566069,-0.0138484
1.75649e+09,0.00355814,0.000954192,-0.00173095,-0.00266491,0.0029532,-0.00566069,-0.0170442
1.75649e+09,0.00324713,0.000963771,-0.00173522,-0.00272372,0.0029532,-0.00130573,-0.0181095
